Error,0,Duplication
Error,1,Unmatch ship type
Error,2,Short length
Error,3,Long length
Error,4,Mismatch prefix
Error,5,NG box no. format
Error,6,NG pallet no. format
Error,7,Full memory
Error,8,Time out
Error,9,Invalid value
Error,10,Mismatch prefix
Error,11,Don't use pallet no.
Error,12,NG tag code format
Error,13,NG location format
Utility,14,Delete {0} ?
Utility,15,
Utility,16,Deleted.
Utility,17,Canceled.
Delete,18,No data.
Delete,19,Delete all scan data ?
Delete,20,Deleted.
